student_id,semester,course_code,course_name,subject_area,credits,instructor,grade_letter,numeric_grade,prior_gpa,study_hours,attendance_rate,gender,age,year_of_study,scholarship,extracurricular,internship,homework_avg,final_exam
1604,2022Fall,CS228,Elective 8,Systems,3,Garcia,C+,78.26,3.67,15.4,63.8,F,21,Sophomore,1,2,0,74.57,85.17
3741,2023Fall,CS202,Discrete Math,Theory,3,Smith,C,74.59,3.03,15.4,59.4,M,22,Junior,0,1,0,73.23,85.08
5877,2020Fall,CS207,Software Engineering,Software Engineering,4,Garcia,C,76.2,3.68,1.7,100.0,Other,19,Freshman,1,2,0,82.21,77.14
3068,2020Fall,CS202,Discrete Math,Theory,3,Jones,B-,80.54,2.83,7.1,69.3,F,22,Junior,0,3,0,85.36,79.03
2512,2022Fall,CS204,Operating Systems,Systems,4,Garcia,C,76.64,3.89,17.1,56.8,Other,20,Sophomore,0,4,0,76.02,72.89
1268,2021Fall,CS216,Human-Computer Interaction,Software Engineering,3,Anderson,C,73.6,3.31,11.8,90.0,M,23,Junior,0,0,0,67.68,68.96
817,2021Fall,CS237,Elective 17,Programming,4,Martinez,C-,71.48,3.31,21.6,94.1,Other,23,Junior,0,1,0,74.89,70.86
680,2021Fall,CS202,Discrete Math,Theory,4,Anderson,A-,90.88,3.83,25.4,,Other,20,Sophomore,0,1,0,85.02,83.49
3009,2020Fall,CS201,Algorithms,Algorithms,3,Hernandez,B-,80.09,2.92,4.0,62.8,M,23,Junior,0,3,1,83.03,82.82
4589,2022Fall,CS217,Compiler Design,Systems,3,Jackson,B,86.45,2.6,30.5,91.6,M,18,Freshman,0,2,0,84.02,88.51
2137,2021Spring,CS221,Elective 1,Algorithms,3,Martin,C-,71.73,3.22,24.1,97.6,M,20,Sophomore,0,2,0,74.6,74.48
5039,2021Spring,CS201,Algorithms,Algorithms,3,Hernandez,B-,80.42,2.19,22.0,65.9,M,20,Sophomore,0,2,0,79.85,78.12
2689,2020Fall,CS225,Elective 5,Theory,3,Jackson,B-,80.75,3.42,29.3,68.5,M,19,Freshman,0,1,0,76.99,81.1
5547,2021Fall,CS205,Database Systems,Databases,4,Thomas,B-,81.85,2.85,22.6,92.2,M,20,Sophomore,0,1,0,78.56,80.26
1832,2020Fall,CS213,Data Mining,Data Science,3,Miller,B-,80.49,3.22,6.7,87.6,M,20,Sophomore,0,2,0,79.96,89.76
5432,2021Fall,CS225,Elective 5,Theory,3,Thomas,B+,89.56,3.51,17.5,88.6,M,18,Freshman,0,3,0,82.14,88.75
604,2023Spring,CS225,Elective 5,Theory,4,Garcia,B-,81.18,3.19,13.3,100.0,F,20,Sophomore,0,4,1,78.88,77.87
3363,2020Fall,CS228,Elective 8,Systems,3,Davis,A,93.84,2.61,12.0,80.0,M,18,Freshman,0,2,0,98.02,99.27
2030,2023Spring,CS223,Elective 3,Data Science,3,Jones,B,86.03,2.97,8.3,97.9,Other,21,Sophomore,0,6,0,87.96,93.54
504,2021Fall,CS202,Discrete Math,Theory,3,Jones,B-,80.49,2.68,7.0,100.0,F,20,Sophomore,0,4,0,82.4,75.39
3105,2020Spring,CS226,Elective 6,Algorithms,3,Davis,C+,79.01,2.6,19.3,93.2,M,18,Freshman,0,2,0,80.7,61.21
4728,2023Spring,CS222,Elective 2,AI,3,Lee,B+,87.07,3.42,1.1,92.8,Other,18,Freshman,0,1,0,80.66,91.15
2246,2022Fall,CS238,Elective 18,Data Science,3,Thomas,B,83.22,2.25,14.2,89.6,M,21,Sophomore,0,2,0,73.55,88.0
4287,2020Fall,CS231,Elective 11,Programming,4,Davis,B-,81.77,3.29,11.5,62.4,F,21,Sophomore,0,3,0,80.96,77.09
3541,2021Spring,CS203,Computer Organization,Systems,3,Jones,A,100.0,3.58,20.5,83.8,M,21,Sophomore,0,0,0,93.4,99.49
541,2022Spring,CS208,Web Development,Programming,4,Jones,B,86.26,3.4,18.6,100.0,M,19,Freshman,0,1,1,82.29,90.42
2241,2020Fall,CS217,Compiler Design,Systems,3,Lee,C,74.28,2.77,13.0,100.0,M,20,Sophomore,0,1,0,69.61,70.85
3944,2023Fall,CS205,Database Systems,Databases,3,Martin,B,84.1,4.0,12.3,100.0,F,21,Sophomore,0,2,0,80.61,81.9
3614,2023Fall,CS101,Intro to Programming,Programming,4,Lopez,B,83.54,3.28,11.6,99.2,M,18,Freshman,0,2,0,88.37,85.44
3077,2020Fall,CS202,Discrete Math,Theory,3,Jones,B-,80.05,3.4,16.6,,M,22,Junior,1,3,0,75.8,73.89
4158,2021Spring,CS233,Elective 13,Theory,3,Rodriguez,D,63.36,3.72,24.6,88.6,F,23,Junior,1,1,1,,78.97
1329,2023Fall,CS221,Elective 1,Algorithms,3,Taylor,A,100.0,4.0,1.6,81.7,F,19,Freshman,0,1,0,100.0,100.0
4287,2022Fall,CS208,Web Development,Programming,4,Taylor,B+,87.57,2.8,15.2,92.8,F,21,Sophomore,0,3,0,88.62,85.45
562,2023Spring,CS205,Database Systems,Databases,4,Brown,B,85.59,2.79,11.4,100.0,F,19,Freshman,0,4,0,84.33,83.65
3716,2022Fall,CS238,Elective 18,Data Science,3,Taylor,C,75.54,2.53,20.9,100.0,F,26,Senior,0,2,0,83.12,65.52
2880,2020Spring,CS221,Elective 1,Algorithms,3,Moore,A-,90.4,2.84,,91.2,Other,19,Freshman,0,3,0,80.62,86.58
1480,2020Fall,CS233,Elective 13,Theory,4,Wilson,B-,82.39,2.53,23.1,87.9,M,20,Sophomore,0,2,0,73.89,73.11
3876,2023Spring,CS226,Elective 6,Algorithms,4,Thomas,C,74.86,3.5,11.6,62.2,M,18,Freshman,0,2,0,74.18,63.02
2698,2021Fall,CS224,Elective 4,Networks,3,Brown,B,83.53,3.19,11.3,100.0,M,19,Freshman,0,2,0,86.59,99.79
4092,2020Fall,CS213,Data Mining,Data Science,3,Brown,C,76.45,3.35,8.6,93.5,F,21,Sophomore,0,3,0,75.68,68.03
3498,2022Fall,CS223,Elective 3,Data Science,3,Taylor,A,95.05,2.77,23.2,86.4,F,21,Sophomore,0,3,0,96.32,
2404,2020Fall,CS226,Elective 6,Algorithms,4,Lee,B-,80.65,2.99,13.8,97.8,M,20,Sophomore,0,0,1,78.56,79.91
796,2023Fall,CS227,Elective 7,AI,3,Anderson,C,73.81,3.17,11.5,82.2,F,21,Sophomore,0,1,0,77.79,79.13
2971,2021Fall,CS233,Elective 13,Theory,3,Johnson,C+,78.28,3.07,28.0,,M,22,Junior,0,1,0,88.34,83.07
789,2022Fall,CS206,Networks,Networks,4,Jones,C,75.67,2.73,5.8,86.9,M,20,Sophomore,0,2,0,74.81,76.07
692,2021Spring,CS201,Algorithms,Algorithms,4,Wilson,C-,72.16,2.92,20.9,82.0,M,19,Freshman,0,1,0,77.22,74.0
2555,2021Spring,CS214,Big Data,Data Science,4,Hernandez,B,84.52,2.84,81.1,91.6,F,22,Junior,0,1,0,83.33,90.87
1008,2022Spring,CS215,Computer Graphics,Programming,3,Jackson,A-,91.31,2.36,17.1,83.0,Other,20,Sophomore,0,2,0,94.38,93.03
2334,2021Fall,CS233,Elective 13,Theory,3,Jones,B+,88.45,3.49,8.5,86.5,Other,19,Freshman,0,2,1,94.84,80.16
614,2022Spring,CS228,Elective 8,Systems,4,Taylor,B-,81.08,3.05,22.7,100.0,F,18,Freshman,0,2,1,84.27,80.8
57,2022Fall,CS222,Elective 2,AI,3,Jackson,A,96.02,3.5,0.0,,Other,18,Freshman,0,0,1,85.56,86.59
4437,2023Fall,CS212,Cloud Computing,Systems,4,Williams,B-,80.53,3.16,24.8,83.7,Other,18,Freshman,0,2,0,76.18,81.39
4188,2021Spring,CS217,Compiler Design,Systems,3,Smith,C+,77.49,2.99,20.7,73.1,F,22,Junior,0,1,0,76.16,66.22
1898,2020Fall,CS219,Theory of Computation,Theory,3,Miller,C,73.31,2.44,12.0,88.0,F,20,Sophomore,0,3,0,85.67,76.63
2314,2021Spring,CS236,Elective 16,Algorithms,3,Martin,A-,91.25,3.12,15.4,63.1,F,19,Freshman,0,3,1,88.41,99.05
1298,2022Spring,CS238,Elective 18,Data Science,4,Taylor,B,86.77,3.14,21.6,92.8,M,18,Freshman,0,3,0,82.79,85.56
2209,2020Fall,CS226,Elective 6,Algorithms,3,Jackson,C,73.75,2.43,5.1,68.8,Other,20,Sophomore,0,1,0,77.52,70.38
1949,2020Fall,CS220,Cryptography,Theory,3,Martin,C-,70.68,3.45,0.0,71.9,M,21,Sophomore,1,1,0,78.93,59.02
5443,2020Fall,CS238,Elective 18,Data Science,3,Wilson,C,75.6,3.34,22.3,95.5,M,18,Freshman,0,1,0,77.9,64.15
3073,2021Spring,CS233,Elective 13,Theory,3,Lee,B,86.6,3.61,23.3,86.6,F,18,Freshman,0,4,0,88.73,85.66
3010,2022Fall,CS226,Elective 6,Algorithms,4,Williams,B-,80.09,3.28,20.9,57.8,F,24,Senior,0,1,0,,88.13
5518,2020Spring,CS214,Big Data,Data Science,3,Jones,D,63.7,3.78,13.1,74.7,F,18,Freshman,0,1,0,66.5,56.79
420,2023Fall,CS230,Elective 10,Systems,3,Miller,B-,81.36,2.86,12.4,81.1,F,20,Sophomore,0,5,0,81.07,86.94
4533,2022Spring,CS213,Data Mining,Data Science,4,Moore,A,100.0,2.41,20.5,94.3,Other,19,Freshman,0,3,0,98.27,100.0
2460,2023Spring,CS230,Elective 10,Systems,3,Jackson,B,85.09,3.69,15.3,57.3,F,22,Junior,0,1,0,87.37,85.97
2162,2022Spring,CS209,Machine Learning,AI,4,Lopez,C+,78.9,2.96,,80.3,F,19,Freshman,0,2,0,,67.93
4210,2023Fall,CS102,Data Structures,Programming,3,Jones,C+,79.03,3.64,18.6,,M,21,Sophomore,1,1,0,73.86,81.14
5833,2021Fall,CS210,AI,AI,4,Martin,A-,92.81,3.11,10.4,73.3,M,18,Freshman,0,2,0,94.1,92.23
46,2021Fall,CS225,Elective 5,Theory,4,Jones,C,73.86,2.97,0.7,,Other,20,Sophomore,0,2,0,79.92,76.34
870,2020Fall,CS102,Data Structures,Programming,3,Garcia,A,96.14,2.94,21.9,78.0,F,19,Freshman,0,4,0,99.75,93.02
5083,2020Fall,CS223,Elective 3,Data Science,3,Johnson,B-,80.67,2.63,15.3,78.2,F,20,Sophomore,0,0,0,89.3,88.07
2820,2021Spring,CS236,Elective 16,Algorithms,4,Wilson,B,83.4,3.8,18.8,89.5,M,20,Sophomore,1,1,0,86.36,73.02
2096,2022Spring,CS223,Elective 3,Data Science,3,Wilson,C+,77.23,1.43,17.2,84.5,F,21,Sophomore,0,1,0,78.41,67.95
3250,2022Fall,CS210,AI,AI,3,Jackson,B-,80.95,3.84,8.1,81.3,Other,18,Freshman,1,2,0,85.96,84.53
5269,2021Spring,CS237,Elective 17,Programming,3,Wilson,A,98.53,3.17,23.2,,M,22,Junior,0,2,0,97.09,82.34
4293,2021Spring,CS201,Algorithms,Algorithms,3,Davis,C+,77.54,3.28,30.7,71.2,Other,18,Freshman,0,0,0,82.86,84.46
4580,2020Fall,CS205,Database Systems,Databases,3,Wilson,C,76.46,3.08,11.8,94.8,Other,18,Freshman,0,0,1,74.35,70.79
2701,2020Spring,CS210,AI,AI,3,Martin,A,93.25,3.6,15.6,75.2,Other,19,Freshman,1,2,0,91.8,89.07
1079,2020Spring,CS213,Data Mining,Data Science,3,Miller,D,64.46,3.26,19.0,89.3,M,19,Freshman,0,3,0,68.32,
590,2022Fall,CS218,Parallel Computing,Systems,3,Thomas,B+,88.97,3.24,9.0,100.0,F,18,Freshman,0,5,0,90.0,92.81
999,2021Fall,CS226,Elective 6,Algorithms,3,Williams,B-,82.54,3.52,20.0,86.7,F,21,Sophomore,1,0,0,86.58,86.09
1412,2022Fall,CS215,Computer Graphics,Programming,4,Garcia,B+,88.0,3.8,35.6,63.7,F,20,Sophomore,0,1,0,91.73,86.55
1578,2022Spring,CS227,Elective 7,AI,3,Lopez,C,76.62,2.3,18.3,70.9,Other,22,Junior,0,1,0,76.75,76.76
646,2021Spring,CS223,Elective 3,Data Science,3,Thomas,B-,82.33,3.48,8.7,56.4,F,18,Freshman,0,1,0,86.87,80.88
1657,2021Fall,CS229,Elective 9,AI,4,Brown,B-,80.43,3.18,9.0,60.9,F,21,Sophomore,0,0,0,87.7,71.02
1816,2022Spring,CS224,Elective 4,Networks,3,Anderson,A,98.75,2.83,24.6,70.1,F,18,Freshman,0,3,0,95.79,96.69
4197,2022Spring,CS201,Algorithms,Algorithms,3,Davis,B,85.48,-1.0,15.1,100.0,Other,18,Freshman,1,0,0,82.64,86.34
1259,2021Spring,CS219,Theory of Computation,Theory,3,Thomas,A-,91.89,2.88,,81.7,M,20,Sophomore,0,5,0,82.93,
3822,2020Spring,CS207,Software Engineering,Software Engineering,4,Garcia,C,73.44,3.35,20.5,77.8,M,21,Sophomore,0,3,0,67.69,66.95
1470,2020Spring,CS202,Discrete Math,Theory,3,Williams,B+,89.51,3.73,13.2,81.5,M,18,Freshman,0,0,0,83.34,95.71
1699,2021Fall,CS210,AI,AI,4,Martinez,C+,78.35,3.09,15.8,77.6,Other,20,Sophomore,0,2,0,88.83,77.34
1289,2020Fall,CS204,Operating Systems,Systems,3,Jackson,C,76.58,3.94,,76.0,F,19,Freshman,1,2,0,80.9,72.08
3969,2022Spring,CS230,Elective 10,Systems,3,Smith,B,85.84,2.17,24.8,83.9,M,19,Freshman,0,3,0,80.31,94.73
2857,2020Fall,CS206,Networks,Networks,3,Moore,C-,71.44,2.95,22.2,68.2,M,22,Junior,0,2,0,74.16,69.95
2670,2023Fall,CS215,Computer Graphics,Programming,4,Garcia,B,85.87,3.63,12.4,68.5,Other,19,Freshman,0,2,0,85.14,88.45
5380,2020Fall,CS204,Operating Systems,Systems,3,Hernandez,B+,89.8,3.26,,90.0,F,19,Freshman,0,3,0,85.65,93.99
86,2021Spring,CS236,Elective 16,Algorithms,3,Rodriguez,C-,71.07,2.63,6.9,94.9,Other,20,Sophomore,0,5,0,77.05,74.58
5524,2020Fall,CS228,Elective 8,Systems,3,Thomas,C+,79.0,3.38,8.1,100.0,M,18,Freshman,0,3,0,85.06,83.04
4288,2022Fall,CS234,Elective 14,Systems,4,Martinez,B+,87.61,2.97,22.6,82.1,M,24,Senior,0,1,0,87.15,89.61
2219,2023Fall,CS209,Machine Learning,AI,4,Smith,B-,81.43,3.73,8.5,97.3,F,18,Freshman,1,1,0,83.54,93.61
4281,2020Fall,CS217,Compiler Design,Systems,3,Davis,B+,88.29,3.06,20.4,79.6,Other,19,Freshman,0,1,0,87.94,80.93
983,2022Fall,CS101,Intro to Programming,Programming,3,Anderson,C+,79.31,3.9,20.0,72.5,Other,27,Senior,0,2,0,76.8,87.13
5099,2021Fall,CS201,Algorithms,Algorithms,4,Lopez,C,76.13,3.3,5.0,80.7,F,18,Freshman,0,2,0,73.13,83.36
4141,2020Spring,CS204,Operating Systems,Systems,3,Martinez,B-,80.49,3.75,10.2,70.4,Other,18,Freshman,0,1,0,84.67,86.04
416,2023Spring,CS224,Elective 4,Networks,4,Rodriguez,D,69.54,3.26,13.5,76.7,Other,18,Freshman,0,1,0,62.2,71.99
4375,2020Fall,CS223,Elective 3,Data Science,3,Martinez,C+,79.84,3.84,16.0,,F,24,Senior,0,2,0,77.54,80.49
4235,2020Fall,CS222,Elective 2,AI,3,Williams,B-,81.73,3.62,11.0,92.3,M,18,Freshman,0,1,0,81.37,90.84
5279,2021Fall,CS230,Elective 10,Systems,3,Garcia,D,65.59,3.1,9.4,100.0,F,23,Junior,0,3,1,64.73,75.95
3455,2021Fall,CS232,Elective 12,Systems,3,Rodriguez,B+,87.86,2.67,16.4,96.2,F,18,Freshman,0,1,0,86.05,98.68
516,2021Fall,CS208,Web Development,Programming,3,Hernandez,A,94.78,2.87,12.2,84.9,F,18,Freshman,0,0,0,100.0,88.79
5501,2021Fall,CS218,Parallel Computing,Systems,4,Johnson,A-,92.24,3.44,17.6,100.0,F,18,Freshman,0,3,0,92.09,96.9
4708,2020Spring,CS205,Database Systems,Databases,3,Davis,B-,82.64,4.0,26.0,82.8,M,21,Sophomore,1,0,0,86.51,82.15
3353,2022Spring,CS221,Elective 1,Algorithms,3,Hernandez,B+,88.56,3.24,,100.0,Other,19,Freshman,0,5,0,75.8,82.33
5769,2021Fall,CS203,Computer Organization,Systems,4,Williams,C+,77.82,3.0,0.0,73.1,F,19,Freshman,0,1,0,72.08,74.36
74,2021Fall,CS211,Cybersecurity,Networks,3,Lee,A-,91.62,3.27,26.8,85.0,M,18,Freshman,0,0,0,,84.02
3041,2020Spring,CS203,Computer Organization,Systems,3,Lopez,B,86.59,2.72,13.2,85.6,F,22,Junior,0,2,0,88.35,83.42
3294,2022Spring,CS203,Computer Organization,Systems,3,Rodriguez,A-,92.49,3.14,10.4,76.0,M,18,Freshman,0,0,1,97.48,97.44
4296,2021Fall,CS203,Computer Organization,Systems,3,Lee,A,94.45,3.56,29.8,100.0,Other,19,Freshman,0,0,0,87.02,100.0
5060,2022Fall,CS236,Elective 16,Algorithms,4,Taylor,A,95.66,3.54,19.0,,M,18,Freshman,0,2,0,89.42,80.8
5038,2023Spring,CS229,Elective 9,AI,3,Garcia,A,93.18,3.05,14.6,59.7,Other,23,Junior,0,1,0,90.19,
5159,2023Fall,CS235,Elective 15,Systems,4,Anderson,B-,81.7,2.92,20.4,86.3,M,18,Freshman,0,0,0,80.73,75.78
4677,2023Fall,CS215,Computer Graphics,Programming,4,Williams,C,74.98,1.7,15.7,100.0,F,21,Sophomore,0,2,0,71.15,73.66
4382,2023Fall,CS238,Elective 18,Data Science,3,Rodriguez,C-,71.41,3.74,23.1,70.6,F,21,Sophomore,0,2,0,81.64,67.43
3214,2020Spring,CS229,Elective 9,AI,3,Smith,B+,88.32,3.57,0.2,98.9,F,21,Sophomore,0,0,1,86.17,84.56
5950,2022Fall,CS222,Elective 2,AI,3,Miller,B-,81.49,2.81,0.0,69.3,F,18,Freshman,0,1,0,85.27,80.26
3175,2021Fall,CS206,Networks,Networks,4,Anderson,A-,90.04,3.42,14.4,,F,21,Sophomore,0,1,0,93.26,82.1
2545,2022Fall,CS201,Algorithms,Algorithms,3,Anderson,A-,92.84,2.26,2.3,58.3,M,18,Freshman,0,3,0,95.02,87.56
1263,2021Spring,CS215,Computer Graphics,Programming,4,Brown,B-,80.47,2.68,11.9,67.2,F,19,Freshman,0,3,0,80.79,81.45
581,2022Fall,CS206,Networks,Networks,4,Wilson,A,97.46,4.0,2.0,61.8,Other,22,Junior,1,3,0,98.56,
5249,2022Fall,CS238,Elective 18,Data Science,3,Jones,B-,80.26,3.63,17.8,100.0,Other,20,Sophomore,0,3,0,84.73,81.3
5200,2023Fall,CS224,Elective 4,Networks,4,Williams,D,69.15,3.39,,92.5,M,23,Junior,0,1,1,65.85,68.08
477,2022Spring,CS204,Operating Systems,Systems,3,Moore,B+,89.85,3.59,,62.9,Other,22,Junior,0,0,1,92.02,92.09
4485,2021Spring,CS222,Elective 2,AI,3,Hernandez,C,75.66,3.12,0.0,86.8,F,18,Freshman,0,1,1,69.97,76.19
524,2022Spring,CS202,Discrete Math,Theory,3,Lopez,B,86.99,3.27,15.7,90.2,M,60,Freshman,0,2,0,89.95,87.26
2125,2023Fall,CS214,Big Data,Data Science,3,Martin,B,83.12,3.39,23.4,67.7,M,21,Sophomore,0,3,0,81.67,84.06
5906,2021Spring,CS231,Elective 11,Programming,3,Johnson,A,95.84,2.83,0.1,64.4,F,21,Sophomore,0,1,0,100.0,
2587,2020Fall,CS102,Data Structures,Programming,3,Miller,C-,72.92,2.82,16.6,91.1,M,20,Sophomore,0,1,0,84.49,71.23
4882,2020Spring,CS203,Computer Organization,Systems,4,Miller,D,68.14,3.39,19.3,100.0,F,18,Freshman,0,0,0,71.87,59.47
141,2022Spring,CS229,Elective 9,AI,3,Garcia,B-,81.78,2.31,22.0,57.0,F,24,Senior,0,1,0,76.7,86.22
1068,2022Spring,CS202,Discrete Math,Theory,3,Johnson,B,85.37,3.84,12.8,,F,19,Freshman,0,3,1,,78.65
2276,2022Fall,CS211,Cybersecurity,Networks,3,Johnson,C,75.94,3.55,13.5,98.3,M,20,Sophomore,0,4,0,78.76,73.21
2061,2022Spring,CS225,Elective 5,Theory,4,Miller,ERR,-10.0,3.82,14.4,100.0,F,18,Freshman,1,2,0,78.17,63.18
2165,2020Fall,CS213,Data Mining,Data Science,4,Wilson,B+,89.59,3.34,4.9,76.9,F,23,Junior,0,3,0,91.72,80.78
2704,2022Fall,CS211,Cybersecurity,Networks,3,Lee,B+,87.29,3.36,16.6,95.3,F,18,Freshman,0,0,0,87.24,89.83
5937,2023Spring,CS209,Machine Learning,AI,4,Thomas,B,83.5,3.26,1.0,72.0,Other,21,Sophomore,0,6,0,,75.64
1737,2022Fall,CS230,Elective 10,Systems,4,Miller,C,73.47,4.0,7.3,76.6,F,21,Sophomore,0,2,0,78.47,73.6
1713,2022Fall,CS220,Cryptography,Theory,4,Lopez,C+,77.69,2.84,2.7,98.6,F,18,Freshman,0,0,0,74.77,75.91
4791,2022Spring,CS207,Software Engineering,Software Engineering,3,Jackson,C+,78.36,3.45,5.5,83.9,Other,18,Freshman,0,7,0,,82.66
373,2023Spring,CS225,Elective 5,Theory,3,Garcia,C,73.75,2.89,16.1,,Other,22,Junior,0,3,0,73.72,74.29
1929,2022Fall,CS102,Data Structures,Programming,3,Martinez,C+,79.73,2.02,14.5,81.7,F,21,Sophomore,0,5,0,88.47,75.24
414,2021Fall,CS101,Intro to Programming,Programming,4,Jackson,C,75.34,2.87,,76.0,Other,20,Sophomore,0,0,0,73.3,75.15
3806,2021Fall,CS211,Cybersecurity,Networks,3,Smith,D,68.26,3.54,17.6,92.2,M,18,Freshman,1,1,0,74.74,57.09
5640,2023Fall,CS224,Elective 4,Networks,4,Jackson,A-,91.42,5.0,0.0,86.5,M,18,Freshman,0,3,0,94.79,92.38
4613,2023Spring,CS236,Elective 16,Algorithms,4,Martinez,B,83.85,3.17,,82.3,F,20,Sophomore,0,1,0,83.75,91.63
4318,2022Spring,CS232,Elective 12,Systems,3,Martin,B,84.69,3.05,25.6,,M,19,Freshman,0,5,0,79.61,91.01
5463,2023Fall,CS225,Elective 5,Theory,3,Martin,B-,82.69,3.4,,72.1,M,18,Freshman,1,3,0,80.79,76.25
4795,2020Spring,CS211,Cybersecurity,Networks,3,Rodriguez,B,85.32,2.88,27.1,85.8,M,18,Freshman,0,2,0,88.37,86.72
2281,2022Spring,CS214,Big Data,Data Science,3,Miller,A-,92.38,3.68,16.7,57.7,M,18,Freshman,0,2,0,87.87,91.23
1478,2020Fall,CS225,Elective 5,Theory,3,Lee,B-,82.4,2.13,0.0,90.2,F,20,Sophomore,0,4,0,92.95,85.54
3921,2020Spring,CS220,Cryptography,Theory,4,Miller,B,83.46,3.53,16.2,,M,18,Freshman,0,3,0,85.2,82.57
4496,2020Spring,CS202,Discrete Math,Theory,3,Davis,C+,78.13,2.33,13.1,78.3,M,18,Freshman,0,2,0,78.73,
4724,2022Spring,CS238,Elective 18,Data Science,3,Martinez,D,65.13,3.82,19.6,100.0,F,22,Junior,1,2,0,62.73,53.16
3459,2023Fall,CS238,Elective 18,Data Science,3,Jackson,C,73.94,3.68,11.5,73.6,M,18,Freshman,0,2,0,76.17,73.3
1057,2020Fall,CS236,Elective 16,Algorithms,3,Johnson,A-,91.46,3.73,14.0,75.7,F,21,Sophomore,0,3,0,90.79,92.88
2431,2022Spring,CS236,Elective 16,Algorithms,3,Jones,A-,90.22,3.83,17.0,95.8,M,19,Freshman,0,3,0,100.0,100.0
1243,2022Spring,CS220,Cryptography,Theory,4,Moore,A-,90.23,2.36,30.2,77.8,Other,19,Freshman,0,2,0,84.76,76.96
5628,2021Spring,CS216,Human-Computer Interaction,Software Engineering,3,Smith,B-,81.13,3.88,0.0,98.9,M,18,Freshman,1,3,0,80.95,78.47
485,2021Fall,CS203,Computer Organization,Systems,4,Lee,B,86.94,4.0,14.3,96.9,F,18,Freshman,1,1,0,83.78,92.44
674,2023Spring,CS225,Elective 5,Theory,3,Rodriguez,A,93.84,3.28,18.4,82.6,F,23,Junior,0,4,1,,85.17
5568,2022Fall,CS211,Cybersecurity,Networks,3,Anderson,C+,79.68,3.14,,43.3,Other,18,Freshman,0,4,0,82.59,71.48
2248,2023Fall,CS223,Elective 3,Data Science,4,Brown,C+,77.08,3.19,26.9,91.9,F,21,Sophomore,0,1,0,75.71,70.91
748,2023Spring,CS226,Elective 6,Algorithms,3,Moore,B+,87.75,2.74,0.0,92.5,M,18,Freshman,0,3,0,84.56,86.35
5079,2021Spring,CS222,Elective 2,AI,3,Anderson,C+,79.34,3.04,3.6,89.4,F,18,Freshman,0,3,0,85.64,82.76
1732,2021Fall,CS230,Elective 10,Systems,4,Lee,B+,87.82,2.9,22.8,81.2,Other,19,Freshman,0,3,0,82.87,92.7
337,2020Fall,CS202,Discrete Math,Theory,3,Wilson,C-,72.01,3.92,10.1,65.6,Other,18,Freshman,0,2,1,80.6,67.85
2511,2021Spring,CS201,Algorithms,Algorithms,3,Martinez,B+,88.14,3.86,16.4,,M,18,Freshman,0,0,0,86.77,77.61
1898,2023Spring,CS208,Web Development,Programming,3,Williams,B+,87.11,2.34,2.5,82.3,F,20,Sophomore,0,3,0,94.41,86.41
1646,2020Spring,CS206,Networks,Networks,4,Thomas,D,69.03,3.0,0.3,96.9,M,19,Freshman,0,3,0,64.25,61.53
2044,2022Fall,CS224,Elective 4,Networks,3,Wilson,C,74.45,3.72,9.5,80.4,M,24,Senior,0,2,1,71.23,68.27
4777,2023Fall,CS236,Elective 16,Algorithms,4,Rodriguez,B,86.69,3.9,0.6,99.1,F,22,Junior,1,0,0,88.69,79.97
1800,2021Spring,CS210,AI,AI,3,Davis,C-,72.94,1.75,,100.0,M,25,Senior,0,1,0,74.07,75.71
2742,2022Fall,CS214,Big Data,Data Science,3,Hernandez,A-,90.46,2.8,14.9,94.6,Other,19,Freshman,0,5,1,91.02,86.71
2024,2023Spring,CS223,Elective 3,Data Science,3,Jackson,B-,81.55,3.81,10.2,91.2,F,20,Sophomore,0,3,0,,79.81
3858,2022Fall,CS229,Elective 9,AI,3,Moore,A,98.62,2.54,19.7,95.4,Other,21,Sophomore,0,1,0,91.31,100.0
5916,2023Spring,CS206,Networks,Networks,3,Lopez,A-,92.44,3.36,15.1,76.8,M,24,Senior,0,2,0,98.4,91.34
753,2021Spring,CS210,AI,AI,3,Moore,C+,77.26,3.57,8.3,90.9,F,25,Senior,1,0,0,69.74,63.57
3708,2023Fall,CS213,Data Mining,Data Science,3,Jackson,B-,82.0,2.25,5.8,89.8,F,18,Freshman,0,3,0,80.3,95.96
1822,2023Spring,CS218,Parallel Computing,Systems,4,Martin,B,84.23,3.38,13.3,85.1,M,21,Sophomore,0,3,0,81.77,91.96
2123,2023Spring,CS232,Elective 12,Systems,3,Rodriguez,C-,71.31,2.78,18.3,,Other,18,Freshman,0,3,0,77.67,77.38
392,2023Fall,CS230,Elective 10,Systems,4,Wilson,A,100.0,3.78,18.1,70.6,F,23,Junior,1,1,0,100.0,90.74
5319,2020Fall,CS226,Elective 6,Algorithms,3,Jackson,C,74.07,3.49,6.9,89.6,M,22,Junior,0,3,0,74.14,62.69
863,2021Fall,CS229,Elective 9,AI,3,Jackson,A,93.34,2.18,20.9,87.7,Other,20,Sophomore,0,2,0,96.98,96.46
4522,2022Fall,CS207,Software Engineering,Software Engineering,4,Taylor,B-,80.8,3.36,20.1,83.9,F,19,Freshman,0,1,0,76.85,
2081,2021Spring,CS205,Database Systems,Databases,4,Moore,D,67.6,3.7,14.6,50.8,F,18,Freshman,0,3,0,66.87,77.96
